PREFERRED_AB	EXPANSION
TM	transverse myelitis
TM	treadmill
TM	tropomyosin
TM	tuberomamillary nucleus
TM	tubular myelin
TM	tumour markers
TM	tunicamycin
TP	tail pinch
TP	tea polyphenols
TP	tender points
TP	tensor palatini
TP	terminal protein
TP	testosterone propionate
TP	thinprep
TP	thinprep pap test
TP	thrombocytopenia
TP	thrombocytopenic purpura
TP	thromboxane aprostaglandin endoperoxide
TP	thromboxane receptor
TP	thymopoietin
TP	tibialis posterior
TP	tooth pulp
TP	torsades de pointes
TP	total p
TP	total pancreatectomy
TP	total phosphorus
TP	total power
TP	transit peptide
TP	transperitoneal
TP	tryptophan pyrrolase
TP	tube precipitin
TP	turning point
TP	tyrophagus putrescentiae
TR	repetition
TR	taste reactivity
TR	texas red
TR	thiazin red
TR	tiazofurin
TR	timeresolved
TR	trained
TR	transitional region
TR	trapezius
TR	treadmill running
TR	tricuspid regurgitation
TR	trp repressor
TR	trypanothione reductase
TR	trypsin
TR	turnover rates
TS	takagisugeno
TS	tensile strength
TS	test stimulus
TS	tetanic stimulation
TS	thermal sensation
TS	thermostable
TS	threshold shift
TS	thymidylate synthetase
TS	tobacco smoke
TS	torus semicircularis
TS	total sleep
TS	total solids
TS	tractus solitarius
TS	transcribed strand
TS	transition state
TS	transmural stimulation
TS	transthoracic sonography
TS	trauma score
TS	triangularis sterni
TS	tricuspid stenosis
TS	trophoblast stem
TS	trypanosoma cruzi transsialidase
TT	breath duration
TT	genotype
TT	talar tilt
TT	test treatment
TT	testicular torsion
TT	tetrathionate
TT	therapeutic touch
TT	thiotepa
TT	thrombin times
TT	thrombolytic therapy
TT	thrombotest
TT	tissue thickness
TT	total testosterone
TT	total thyroidectomy
TT	tracheal tube
TT	tube thoracostomy
TT	tuberculoid
TT	tuberculoid leprosy
VA	adenovirus virusassociated
VA	alveolar ventilation
VA	apical membrane voltage
VA	patients with vasospastic angina
VA	retrograde
VA	vaccenic acid
VA	vacuum aspiration
VA	variant angina
VA	vascular access
VA	ventral anterior
VA	ventral anterior nucleus
VA	ventralis anterior
VA	ventricular aneurysm
VA	ventriculoarterial
VA	veratryl alcohol
VA	verbal autopsy
VA	vessel area
VA	vestibular aqueduct
VA	veterans administration
VA	villous atrophy
VA	vinyl acetate
VA	viscum album
VA	visual acuity
VA	voluntary activation
VE	vaccine effectiveness
VE	vaccine efficacy
VE	variable error
VE	vascular endothelial
VE	venezuelan encephalitis
VE	ventilatory
VE	virtual endoscopy
VE	virtual environment
VE	visceral endoderm
VE	vital exhaustion
VE	vitamin e
VE	vitelline envelope
VE	volume expansion
VR	valsalva ratio
VR	valve replacement
VR	vascular reactivity
VR	venous return
VR	ventilation rate
VR	ventilatory response
VR	ventral root
VR	ventricular rate
VR	vesamicol receptor
VR	virtual reality
VR	visual reproduction
VR	vocational rehabilitation
VR	volume rendering
or	nadphcytochrome p reductase
or	ocular retardation
or	odds ration
or	odorant receptor
or	oestrogen receptor
or	olfactory receptor
or	open repair
or	operations research
or	opioid receptors
or	optical rotation
or	orienting reaction
or	orienting reflex
or	orienting response
or	outflow resistance
or	ovulation rate
or	relative risk
or	right operator
